"FECHA DEL CURSO","CODIGO DEPTAMENTPO","DEPARTAMENTO","CODIGO MUNICIPIO","MUNICIPIO","AREA","CURSO","NUMERO DE PARTICIPANTE EXTERNO","NUMERO DE PARTICIPANTE INTERNO","TOTAL PARTICIPANTES","COSTO UNITARIO","TOTAL RECAUDO"
"2024 Apr 11 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","0","1","1","0","0"
"2024 Apr 11 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","0","1","1","0","0"
"2024 Feb 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 Jun 04 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 Aug 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 Jul 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 Jul 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","0","1","2,297,300","2,297,300"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","0","1","1","0","0"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 Jul 17 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 Jul 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","1","0","1","997,400","997,400"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","0","1","1","0","0"
"2024 Apr 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","0","1","1","0","0"
"2024 Jun 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","0","1","1","0","0"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Jun 24 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Aug 13 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Aug 20 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Sep 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Sep 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","1","0","1","1,430,700","1,430,700"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Jun 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Sep 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Sep 24 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Mar 18 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Jun 11 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Jun 11 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Sep 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Sep 17 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Jun 12 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","1","0","1","1,430,700","1,430,700"
"2024 Aug 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","1","0","1","1,430,700","1,430,700"
"2024 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","1","0","1","1,430,700","1,430,700"
"2024 Feb 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 04 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 May 20 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Jun 17 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,303,115","1,303,115"
"2024 Jun 07 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Aug 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Aug 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Sep 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,332,270","1,332,270"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","DESARROLLO DE MR IN HOUSE PARA MEDICIÓN DE PROPIEDADES QUÍMICAS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","ESTIMACIÓN DE INCERTIDUMBRE DE MUESTREO","0","1","1","0","0"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","DESARROLLO DE MR IN HOUSE PARA MEDICIÓN DE PROPIEDADES QUÍMICAS","0","1","1","0","0"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","DESARROLLO DE MR IN HOUSE PARA MEDICIÓN DE PROPIEDADES QUÍMICAS","0","1","1","0","0"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 May 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","1","0","1","1,430,700","1,430,700"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","1","0","1","1,430,700","1,430,700"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","1","0","1","1,430,700","1,430,700"
"2024 May 24 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","1","0","1","1,430,700","1,430,700"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 May 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Jun 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Jun 07 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","DESARROLLO DE MR IN HOUSE PARA MEDICIÓN DE PROPIEDADES QUÍMICAS","0","1","1","0","0"
"2024 Jul 04 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Jul 31 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 Aug 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Aug 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","0","1","1","0","0"
"2024 Aug 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Aug 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Aug 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 Sep 04 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Sep 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Sep 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Sep 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Sep 18 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Sep 18 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","1","0","1","997,400","997,400"
"2024 Sep 20 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
